interval_begin;interval_end;interval_flow;interval_harmonicMeanSpeed;interval_id;interval_length;interval_nVehContrib;interval_nVehEntered;interval_occupancy;interval_speed
1200.00;1500.00;1032.00;18.33;weaving_upstream_3;5.00;86;86;7.82;18.48
1200.00;1500.00;1164.00;20.24;weaving_upstream_4;5.00;97;97;7.99;20.32
1500.00;1800.00;1080.00;16.93;downstream_0;5.00;90;90;8.86;17.00
1500.00;1800.00;1176.00;17.65;downstream_1;5.00;98;98;9.25;17.68
1500.00;1800.00;1320.00;18.52;downstream_2;5.00;110;110;9.90;18.55
1500.00;1800.00;1308.00;20.24;downstream_3;5.00;109;109;8.97;20.27
1500.00;1800.00;804.00;18.16;upstream_0;5.00;67;67;6.15;18.22
1500.00;1800.00;984.00;18.73;upstream_1;5.00;82;83;7.38;18.80
1500.00;1800.00;1116.00;19.13;upstream_2;5.00;93;92;8.04;19.19
1500.00;1800.00;1044.00;20.58;upstream_3;5.00;87;87;7.05;20.64
1500.00;1800.00;408.00;16.21;weaving_downstream_0;5.00;34;34;3.50;16.24
1500.00;1800.00;1308.00;15.14;weaving_downstream_1;5.00;109;108;11.96;15.59
1500.00;1800.00;1104.00;15.29;weaving_downstream_2;5.00;92;93;10.03;15.85
1500.00;1800.00;1272.00;18.16;weaving_downstream_3;5.00;106;106;9.73;18.28
1500.00;1800.00;1236.00;20.15;weaving_downstream_4;5.00;103;103;8.52;20.20
1500.00;1800.00;300.00;8.55;weaving_midway_0;5.00;25;26;4.95;9.47
1500.00;1800.00;1380.00;9.29;weaving_midway_1;5.00;115;118;21.15;9.65
1500.00;1800.00;1260.00;10.94;weaving_midway_2;5.00;105;106;16.05;11.42
1500.00;1800.00;1320.00;17.94;weaving_midway_3;5.00;110;110;10.22;18.11
1500.00;1800.00;1164.00;20.18;weaving_midway_4;5.00;97;97;8.01;20.24
1500.00;1800.00;924.00;11.45;weaving_upstream_0;5.00;77;79;11.34;11.78
1500.00;1800.00;1224.00;12.42;weaving_upstream_1;5.00;102;102;13.69;12.80
1500.00;1800.00;1152.00;16.52;weaving_upstream_2;5.00;96;95;9.64;16.75
1500.00;1800.00;948.00;18.24;weaving_upstream_3;5.00;79;81;7.39;18.39
1500.00;1800.00;1164.00;20.19;weaving_upstream_4;5.00;97;97;8.01;20.26
1800.00;2100.00;1104.00;17.37;downstream_0;5.00;92;92;8.83;17.40
1800.00;2100.00;1284.00;17.91;downstream_1;5.00;107;107;9.96;17.96
1800.00;2100.00;1344.00;18.82;downstream_2;5.00;112;112;9.92;18.86
1800.00;2100.00;1392.00;20.07;downstream_3;5.00;116;116;9.64;20.15
1800.00;2100.00;696.00;17.88;upstream_0;5.00;58;58;5.41;18.03
1800.00;2100.00;948.00;18.25;upstream_1;5.00;79;80;7.23;18.32
1800.00;2100.00;1212.00;18.54;upstream_2;5.00;101;101;9.08;18.61
1800.00;2100.00;1152.00;20.37;upstream_3;5.00;96;96;7.86;20.47
1800.00;2100.00;372.00;16.05;weaving_downstream_0;5.00;31;32;3.35;16.12
1800.00;2100.00;1296.00;15.06;weaving_downstream_1;5.00;108;109;12.01;15.36
1800.00;2100.00;1200.00;16.30;weaving_downstream_2;5.00;100;100;10.23;16.53
1800.00;2100.00;1284.00;18.40;weaving_downstream_3;5.00;107;107;9.69;18.53
1800.00;2100.00;1392.00;20.17;weaving_downstream_4;5.00;116;116;9.59;20.25
1800.00;2100.00;168.00;12.23;weaving_midway_0;5.00;14;14;1.91;12.93
1800.00;2100.00;1548.00;11.72;weaving_midway_1;5.00;129;135;18.62;12.47
1800.00;2100.00;1188.00;12.24;weaving_midway_2;5.00;99;100;13.52;13.26
1800.00;2100.00;1224.00;17.95;weaving_midway_3;5.00;102;102;9.47;18.27
1800.00;2100.00;1344.00;20.34;weaving_midway_4;5.00;112;112;9.18;20.41
1800.00;2100.00;888.00;12.25;weaving_upstream_0;5.00;74;75;10.15;12.61
1800.00;2100.00;1116.00;13.38;weaving_upstream_1;5.00;93;95;11.73;13.64
1800.00;2100.00;1104.00;16.42;weaving_upstream_2;5.00;92;92;9.34;16.71
1800.00;2100.00;1068.00;18.55;weaving_upstream_3;5.00;89;90;7.96;18.65
1800.00;2100.00;1284.00;20.52;weaving_upstream_4;5.00;107;107;8.69;20.62
2100.00;2400.00;1212.00;17.53;downstream_0;5.00;101;101;9.60;17.61
2100.00;2400.00;1128.00;18.62;downstream_1;5.00;94;94;8.41;18.66
2100.00;2400.00;1200.00;19.47;downstream_2;5.00;100;100;8.56;19.50
2100.00;2400.00;1320.00;20.99;downstream_3;5.00;110;110;8.73;21.01
2100.00;2400.00;756.00;17.96;upstream_0;5.00;63;63;5.84;18.01
2100.00;2400.00;900.00;18.34;upstream_1;5.00;75;77;6.90;18.41
2100.00;2400.00;1236.00;18.97;upstream_2;5.00;103;103;9.05;19.09
2100.00;2400.00;1056.00;20.77;upstream_3;5.00;88;88;7.06;20.85
2100.00;2400.00;396.00;16.30;weaving_downstream_0;5.00;33;34;3.39;16.39
2100.00;2400.00;1296.00;16.34;weaving_downstream_1;5.00;108;111;11.15;16.46
2100.00;2400.00;1272.00;16.82;weaving_downstream_2;5.00;106;107;10.56;17.07
2100.00;2400.00;1164.00;18.94;weaving_downstream_3;5.00;97;97;8.53;19.05
2100.00;2400.00;1284.00;20.92;weaving_downstream_4;5.00;107;107;8.52;20.97
2100.00;2400.00;144.00;14.91;weaving_midway_0;5.00;12;12;1.34;15.09
2100.00;2400.00;1644.00;13.22;weaving_midway_1;5.00;137;136;17.22;13.59
2100.00;2400.00;1260.00;14.21;weaving_midway_2;5.00;105;108;12.52;14.66
2100.00;2400.00;1152.00;18.69;weaving_midway_3;5.00;96;96;8.56;18.82
2100.00;2400.00;1224.00;20.99;weaving_midway_4;5.00;102;102;8.10;21.05
2100.00;2400.00;924.00;11.78;weaving_upstream_0;5.00;77;79;11.09;12.16
2100.00;2400.00;1092.00;12.76;weaving_upstream_1;5.00;91;93;11.95;13.14
2100.00;2400.00;1140.00;15.66;weaving_upstream_2;5.00;95;95;10.11;16.15
2100.00;2400.00;1032.00;18.30;weaving_upstream_3;5.00;86;86;7.89;18.51
2100.00;2400.00;1164.00;20.94;weaving_upstream_4;5.00;97;97;7.72;21.01
2400.00;2700.00;1140.00;17.26;downstream_0;5.00;95;95;9.17;17.32
2400.00;2700.00;1320.00;17.76;downstream_1;5.00;110;110;10.32;17.86
2400.00;2700.00;1284.00;19.28;downstream_2;5.00;107;107;9.25;19.37
2400.00;2700.00;1260.00;20.59;downstream_3;5.00;105;105;8.50;20.65
2400.00;2700.00;780.00;18.22;upstream_0;5.00;65;65;5.95;18.27
2400.00;2700.00;1056.00;19.05;upstream_1;5.00;88;87;7.64;19.12
2400.00;2700.00;1092.00;19.91;upstream_2;5.00;91;91;7.62;19.99
2400.00;2700.00;1044.00;20.98;upstream_3;5.00;87;87;6.91;21.04
2400.00;2700.00;408.00;15.87;weaving_downstream_0;5.00;34;33;3.56;15.97
2400.00;2700.00;1260.00;15.76;weaving_downstream_1;5.00;105;106;11.22;15.91
2400.00;2700.00;1248.00;16.39;weaving_downstream_2;5.00;104;104;10.58;16.56
2400.00;2700.00;1200.00;19.26;weaving_downstream_3;5.00;100;100;8.65;19.34
2400.00;2700.00;1212.00;20.63;weaving_downstream_4;5.00;101;102;8.23;20.71
2400.00;2700.00;228.00;10.27;weaving_midway_0;5.00;19;21;3.29;11.47
2400.00;2700.00;1512.00;10.27;weaving_midway_1;5.00;126;130;20.88;11.00
2400.00;2700.00;1284.00;12.13;weaving_midway_2;5.00;107;108;14.71;12.69
2400.00;2700.00;1140.00;18.93;weaving_midway_3;5.00;95;96;8.45;19.19
2400.00;2700.00;1176.00;20.85;weaving_midway_4;5.00;98;98;7.83;20.90
2400.00;2700.00;996.00;11.48;weaving_upstream_0;5.00;83;84;12.07;11.83
2400.00;2700.00;1128.00;12.14;weaving_upstream_1;5.00;94;93;12.87;12.59
2400.00;2700.00;1236.00;16.88;weaving_upstream_2;5.00;103;103;10.17;17.03
2400.00;2700.00;984.00;19.47;weaving_upstream_3;5.00;82;84;7.17;19.56
2400.00;2700.00;1080.00;20.98;weaving_upstream_4;5.00;90;90;7.15;21.03
2700.00;3000.00;1188.00;17.25;downstream_0;5.00;99;99;9.57;17.30
2700.00;3000.00;1248.00;17.84;downstream_1;5.00;104;104;9.72;17.91
2700.00;3000.00;1320.00;18.65;downstream_2;5.00;110;111;9.86;18.71
2700.00;3000.00;1260.00;20.02;downstream_3;5.00;105;105;8.74;20.05
2700.00;3000.00;792.00;18.03;upstream_0;5.00;66;66;6.10;18.08
2700.00;3000.00;960.00;18.42;upstream_1;5.00;80;80;7.24;18.51
2700.00;3000.00;1140.00;18.90;upstream_2;5.00;95;96;8.45;19.08
2700.00;3000.00;1068.00;20.15;upstream_3;5.00;89;90;7.37;20.28
2700.00;3000.00;396.00;15.41;weaving_downstream_0;5.00;33;33;3.57;15.46
2700.00;3000.00;1356.00;15.25;weaving_downstream_1;5.00;113;113;12.35;15.31
2700.00;3000.00;1128.00;15.84;weaving_downstream_2;5.00;94;94;9.89;15.91
2700.00;3000.00;1332.00;18.10;weaving_downstream_3;5.00;111;111;10.22;18.24
2700.00;3000.00;1260.00;19.99;weaving_downstream_4;5.00;105;104;8.69;20.04
2700.00;3000.00;252.00;7.82;weaving_midway_0;5.00;21;22;4.60;8.52
2700.00;3000.00;1356.00;7.99;weaving_midway_1;5.00;113;113;23.56;8.50
2700.00;3000.00;1380.00;9.65;weaving_midway_2;5.00;115;118;20.21;10.20
2700.00;3000.00;1272.00;17.37;weaving_midway_3;5.00;106;105;10.09;17.73
2700.00;3000.00;1224.00;20.08;weaving_midway_4;5.00;102;102;8.47;20.13
2700.00;3000.00;960.00;11.21;weaving_upstream_0;5.00;80;81;12.03;11.50
2700.00;3000.00;1092.00;11.97;weaving_upstream_1;5.00;91;91;12.67;12.29
2700.00;3000.00;1212.00;16.07;weaving_upstream_2;5.00;101;101;10.47;16.34
2700.00;3000.00;1008.00;18.51;weaving_upstream_3;5.00;84;83;7.49;18.60
2700.00;3000.00;1188.00;19.99;weaving_upstream_4;5.00;99;99;8.25;20.07
3000.00;3300.00;1092.00;17.43;downstream_0;5.00;91;91;8.70;17.47
3000.00;3300.00;1272.00;17.94;downstream_1;5.00;106;106;9.85;17.98
3000.00;3300.00;1248.00;18.84;downstream_2;5.00;104;104;9.22;18.87
3000.00;3300.00;1368.00;19.82;downstream_3;5.00;114;114;9.59;19.87
3000.00;3300.00;780.00;17.93;upstream_0;5.00;65;65;6.04;18.00
3000.00;3300.00;1020.00;18.67;upstream_1;5.00;85;88;7.69;18.72
3000.00;3300.00;1080.00;18.79;upstream_2;5.00;90;92;8.06;18.96
3000.00;3300.00;1068.00;20.20;upstream_3;5.00;89;89;7.34;20.34
3000.00;3300.00;396.00;15.99;weaving_downstream_0;5.00;33;33;3.44;16.06
3000.00;3300.00;1260.00;15.80;weaving_downstream_1;5.00;105;106;11.14;15.94
3000.00;3300.00;1176.00;16.53;weaving_downstream_2;5.00;98;98;9.88;16.68
3000.00;3300.00;1212.00;18.74;weaving_downstream_3;5.00;101;102;9.00;18.80
3000.00;3300.00;1308.00;19.83;weaving_downstream_4;5.00;109;109;9.16;19.95
3000.00;3300.00;204.00;10.47;weaving_midway_0;5.00;17;17;2.71;12.27
3000.00;3300.00;1488.00;9.76;weaving_midway_1;5.00;124;124;21.17;11.16
3000.00;3300.00;1212.00;11.82;weaving_midway_2;5.00;101;104;14.57;12.80
3000.00;3300.00;1200.00;18.16;weaving_midway_3;5.00;100;101;9.25;18.32
3000.00;3300.00;1272.00;20.02;weaving_midway_4;5.00;106;106;8.82;20.10
3000.00;3300.00;936.00;11.60;weaving_upstream_0;5.00;78;80;11.44;11.94
3000.00;3300.00;1092.00;12.51;weaving_upstream_1;5.00;91;91;12.13;12.92
3000.00;3300.00;1176.00;16.11;weaving_upstream_2;5.00;98;100;10.21;16.39
3000.00;3300.00;1020.00;18.40;weaving_upstream_3;5.00;85;87;7.75;18.65
3000.00;3300.00;1164.00;20.32;weaving_upstream_4;5.00;97;97;7.96;20.37
3300.00;3600.00;1104.00;17.23;downstream_0;5.00;92;92;8.90;17.27
3300.00;3600.00;1176.00;17.69;downstream_1;5.00;98;98;9.23;17.73
3300.00;3600.00;1356.00;18.54;downstream_2;5.00;113;112;10.11;18.58
3300.00;3600.00;1344.00;19.74;downstream_3;5.00;112;112;9.46;19.77
3300.00;3600.00;756.00;17.84;upstream_0;5.00;63;64;5.89;17.87
3300.00;3600.00;1020.00;18.32;upstream_1;5.00;85;85;7.73;18.47
3300.00;3600.00;1068.00;18.97;upstream_2;5.00;89;89;7.77;19.04
3300.00;3600.00;1188.00;19.95;upstream_3;5.00;99;99;8.27;20.11
3300.00;3600.00;432.00;14.99;weaving_downstream_0;5.00;36;36;4.00;15.11
3300.00;3600.00;1320.00;14.64;weaving_downstream_1;5.00;110;111;12.57;14.78
3300.00;3600.00;1068.00;15.27;weaving_downstream_2;5.00;89;90;9.73;15.38
3300.00;3600.00;1260.00;17.96;weaving_downstream_3;5.00;105;105;9.75;18.12
3300.00;3600.00;1344.00;19.67;weaving_downstream_4;5.00;112;112;9.49;19.70
3300.00;3600.00;96.00;8.23;weaving_midway_0;5.00;8;8;1.62;8.78
3300.00;3600.00;1476.00;8.23;weaving_midway_1;5.00;123;124;25.01;8.54
3300.00;3600.00;1356.00;9.28;weaving_midway_2;5.00;113;114;20.46;9.51
3300.00;3600.00;1188.00;17.45;weaving_midway_3;5.00;99;99;9.46;17.83
3300.00;3600.00;1296.00;19.61;weaving_midway_4;5.00;108;108;9.18;19.67
3300.00;3600.00;780.00;11.09;weaving_upstream_0;5.00;65;67;10.02;11.40
3300.00;3600.00;1212.00;12.24;weaving_upstream_1;5.00;101;101;13.76;12.54
3300.00;3600.00;1188.00;16.10;weaving_upstream_2;5.00;99;100;10.27;16.32
3300.00;3600.00;1044.00;18.26;weaving_upstream_3;5.00;87;87;7.97;18.44
3300.00;3600.00;1236.00;19.96;weaving_upstream_4;5.00;103;103;8.60;20.01
3600.00;3900.00;864.00;17.78;downstream_0;5.00;72;72;6.75;17.81
3600.00;3900.00;1008.00;18.43;downstream_1;5.00;84;84;7.59;18.49
3600.00;3900.00;1212.00;19.19;downstream_2;5.00;101;101;8.77;19.22
3600.00;3900.00;1308.00;20.11;downstream_3;5.00;109;109;9.03;20.15
3600.00;3900.00;588.00;18.11;upstream_0;5.00;49;49;4.51;18.15
3600.00;3900.00;984.00;18.44;upstream_1;5.00;82;83;7.42;18.49
3600.00;3900.00;1224.00;18.57;upstream_2;5.00;102;102;9.16;18.72
3600.00;3900.00;1152.00;20.29;upstream_3;5.00;96;97;7.91;20.35
3600.00;3900.00;432.00;17.01;weaving_downstream_0;5.00;36;36;3.53;17.15
3600.00;3900.00;864.00;16.74;weaving_downstream_1;5.00;72;74;7.28;16.91
3600.00;3900.00;972.00;17.78;weaving_downstream_2;5.00;81;81;7.59;17.91
3600.00;3900.00;1224.00;19.06;weaving_downstream_3;5.00;102;102;8.92;19.11
3600.00;3900.00;1284.00;20.32;weaving_downstream_4;5.00;107;107;8.78;20.37
3600.00;3900.00;108.00;15.47;weaving_midway_0;5.00;9;9;0.97;15.84
3600.00;3900.00;1164.00;14.04;weaving_midway_1;5.00;97;98;11.48;14.80
3600.00;3900.00;984.00;15.37;weaving_midway_2;5.00;82;82;8.78;16.28
3600.00;3900.00;1140.00;19.07;weaving_midway_3;5.00;95;95;8.30;19.10
3600.00;3900.00;1284.00;20.34;weaving_midway_4;5.00;107;107;8.77;20.39
3600.00;3900.00;312.00;12.80;weaving_upstream_0;5.00;26;27;3.42;13.27
3600.00;3900.00;840.00;15.65;weaving_upstream_1;5.00;70;70;7.45;16.07
3600.00;3900.00;1056.00;17.42;weaving_upstream_2;5.00;88;89;8.46;17.64
3600.00;3900.00;1056.00;19.00;weaving_upstream_3;5.00;88;89;7.74;19.03
3600.00;3900.00;1236.00;20.24;weaving_upstream_4;5.00;103;103;8.48;20.30
3900.00;4000.00;432.00;18.56;downstream_0;5.00;12;12;3.23;18.59
3900.00;4000.00;756.00;19.05;downstream_1;5.00;21;21;5.51;19.09
3900.00;4000.00;1080.00;19.52;downstream_2;5.00;30;31;7.87;19.54
3900.00;4000.00;1368.00;20.33;downstream_3;5.00;38;38;9.35;20.34
3900.00;4000.00;756.00;18.24;upstream_0;5.00;21;21;5.76;18.27
3900.00;4000.00;1044.00;18.47;upstream_1;5.00;29;29;7.85;18.61
3900.00;4000.00;972.00;19.18;upstream_2;5.00;27;27;7.04;19.31
3900.00;4000.00;1188.00;19.60;upstream_3;5.00;33;33;8.42;19.71
3900.00;4000.00;468.00;17.38;weaving_downstream_0;5.00;13;13;3.74;17.43
3900.00;4000.00;468.00;18.63;weaving_downstream_1;5.00;13;13;3.49;18.69
3900.00;4000.00;684.00;18.94;weaving_downstream_2;5.00;19;20;5.11;18.99
3900.00;4000.00;1116.00;19.09;weaving_downstream_3;5.00;31;31;8.12;19.14
3900.00;4000.00;1404.00;19.98;weaving_downstream_4;5.00;39;39;9.76;20.01
3900.00;4000.00;144.00;17.22;weaving_midway_0;5.00;4;4;1.16;17.37
3900.00;4000.00;828.00;17.99;weaving_midway_1;5.00;23;24;6.57;18.08
3900.00;4000.00;720.00;18.26;weaving_midway_2;5.00;20;20;5.48;18.30
3900.00;4000.00;1188.00;18.92;weaving_midway_3;5.00;33;33;8.72;19.00
3900.00;4000.00;1296.00;20.10;weaving_midway_4;5.00;36;36;8.96;20.13
3900.00;4000.00;72.00;18.47;weaving_upstream_0;5.00;2;2;0.54;18.47
3900.00;4000.00;756.00;17.39;weaving_upstream_1;5.00;21;21;6.04;17.42
3900.00;4000.00;1080.00;17.41;weaving_upstream_2;5.00;30;30;8.62;17.61
3900.00;4000.00;1080.00;17.94;weaving_upstream_3;5.00;30;30;8.36;18.29
3900.00;4000.00;1188.00;20.22;weaving_upstream_4;5.00;33;33;8.16;20.26
